Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Costa Rica,CRI,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,6.831857494,6.351969682,6.314901627,3.412786992,3.375571719,4.926367658,3.524645434,2.367774122,6.520572826,14.70421263,34.00875716,27.22032886,32.93029064,16.94525041,19.37472521,17.00724262,17.61591947,16.06408234,13.84733028,10.43181086,6.324247303,3.669477906,1.84790008,-0.007994996,0.138948626,1.033256668,0.109395195,0.769621013,0.392467974,0.324705011,0.980656989,0.614487943,0.718523052,0.649298232,1.13516921,1.15815457,1.482382132,1.048442279,0.327573718,0.232248727,0.242918564,0.392247564,0.690578157,0.630483422,0.645841535,0.550815155,0.292631745,1.036038542,0.415698948,3.231899737,
Caribbean small states,CSS,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,8.177316593,6.544025417,15.20025818,21.04413989,37.65166583,55.38257248,20.8002358,10.31494866,9.976837887,8.15674735,5.345714421,2.814337134,2.769660989,5.575770016,4.478791359,4.074424616,3.729715965,3.249243475,1.363722926,1.326439028,0.746783461,1.021974383,1.163222286,0.461922541,0.463222053,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,10.86802521,7.822612834,4.984839458,6.014836931,5.91329778,,3.935734973,5.638636921,7.597256392,6.795944192,10.83746048,5.850028591,12.72530928,30.93903046,10.18270658,23.1636807,21.5674522,23.17212819,18.63647424,14.17479365,9.793136227,0.36726073,5.020620314,8.396508715,5.60985071,3.147924087,4.860607436,7.797824318,2.295348466,3.764521887,4.78119779,3.738342735,3.49836911,1.953088557,1.438937193,2.432344104,2.402392275,1.925931918,2.532514399,2.983007055,2.707081144,1.516649043,1.581713489,2.587199622,1.445334147,0.918513442,0.66462786,0.927872158,2.219511172,2.672172534,1.828390564,
Algeria,DZA,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464840837,0.48214226,0.96048341,0.71179734,0.641138034,1.114785586,1.421154007,1.053404277,0.879006454,1.06424957,
"Egypt, Arab Rep.",EGY,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,42.5622396,41.76457624,43.18589205,48.64829368,22.40441644,,13.68931391,11.36293108,12.44405375,13.71333407,12.68542723,11.49595012,14.12753734,13.30917704,15.18881267,58.52270999,52.96709438,25.55495761,16.94659933,16.73382163,11.98637941,12.03789849,10.57232981,,,,,5.640858949,4.635173873,7.093919639,4.2635881,2.58271157,3.06288599,3.523733551,1.717051026,0.948049367,0.615124755,2.264603169,5.935038499,3.516363683,2.535464648,,,,,,,,
Euro area,EMU,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5342633,61.08900184,97.2314532,116.9751633,123.4149671,96.43942062,86.08914393,54.37406923,52.76780403,46.00160612,,92.38322001,97.84504988,119.2569029,111.7457945,104.7424396,139.9181291,146.925258,79.47170209,70.65452618,92.31777881,103.3718559,88.44893771,79.8540679,67.46504614,48.32111405,54.48719043,44.90785982,54.2021564,50.23945958,58.57853386,43.46486793,53.21137141,
European Union,EUU,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36667655,13.73260696,16.91771612,13.262962,7.940913832,8.116486378,8.150092881,,,,,,,,9.640609513,8.972276687,6.837175241,6.511254734,5.967313729,9.688039127,10.13280318,8.967761134,11.53670182,8.928613093,7.614524395,8.314337666,9.403362161,10.74223082,7.733531394,8.767510292,14.33135211,40.95819508,,
France,FRA,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.1210298,258.9975983,128.0148983,267.6157536,250.9579962,248.107931,202.477785,124.5186962,69.01719026,120.7643998,114.281782,99.07775035,196.4734668,,,
Gabon,GAB,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.463075281,3.03495076,4.007280864,3.996336172,1.737024241,4.546665773,5.063570422,5.068903451,2.111698206,3.606727124,,
United Kingdom,GBR,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.65050167,57.34770908,34.33941207,33.74992562,51.72671244,37.29797728,56.8890185,60.61178731,39.29252675,31.03564421,21.03529068,19.68528656,11.71631657,18.68047983,18.92556201,18.91114946,15.22098522,16.0748555,14.99671806,11.95977947,10.65052206,10.44867913,10.11156868,13.87408832,11.45342183,22.41336002,14.99704496,6.03361139,
